Key,Translation,Category
address.add,새 주소 추가,address
address.empty_message,편리한 배달을 위해 주소를 추가하세요,address
address.development_notice,주소 관리 기능이 개발 중입니다,address
,,
# Settings,,
settings.general,일반 설정,settings
settings.account,계정 설정,settings
settings.privacy,개인정보 설정,settings
settings.notifications,알림 설정,settings
settings.language,언어 설정,settings
settings.appearance,화면 설정,settings 
,,
# Admin Settings,,
admin.settings.tab_app,앱 정보,admin
admin.settings.tab_delivery,배송,admin
admin.settings.tab_payment,결제,admin
admin.settings.tab_notification,알림,admin
admin.settings.tab_security,보안,admin
admin.settings.tab_business,비즈니스,admin
admin.settings.not_found_defaults,앱 설정을 찾을 수 없어 기본값을 불러옵니다.,admin
admin.settings.permission_denied_view,설정을 볼 권한이 없습니다,admin
admin.settings.load_failed,설정을 불러올 수 없습니다,admin
admin.settings.saved_success,설정이 저장되었습니다,admin
admin.settings.permission_denied_save,설정을 저장할 권한이 없습니다,admin
admin.settings.save_failed,설정을 저장할 수 없습니다,admin
admin.settings.delivery_saved_success,배송 설정이 저장되었습니다,admin
admin.settings.page_title,시스템 설정,admin
admin.settings.save_settings,설정 저장,admin
admin.settings.application_info,애플리케이션 정보,admin
admin.settings.application_info_hint,기본 앱 정보를 수정하세요. “설정 저장”을 눌러 확정합니다.,admin
admin.settings.basic_info,기본 정보,admin
admin.settings.app_name,앱 이름,admin
admin.settings.app_description,앱 설명,admin
admin.settings.images,이미지,admin
admin.settings.app_logo,앱 로고,admin
admin.settings.current_logo,현재 로고,admin
admin.settings.supported_file_hint_5mb,JPG, PNG, GIF 지원 • 최대 5MB,admin
admin.settings.home_banner,홈 배너,admin
admin.settings.current_banner,현재 배너,admin
admin.settings.supported_file_hint_10mb,JPG, PNG, GIF 지원 • 최대 10MB,admin
admin.settings.contact_info,연락처 정보,admin
admin.settings.contact_email,연락처 이메일,admin
admin.settings.contact_phone,전화번호,admin
admin.settings.contact_address,주소,admin
admin.settings.hero_section,홈 (히어로 섹션),admin
admin.settings.hero_title,메인 제목,admin
admin.settings.hero_subtitle,부제목,admin
admin.settings.features,앱 기능,admin
admin.settings.feature_n,기능 {number},admin
admin.settings.feature_title,제목,admin
admin.settings.feature_icon_hint,아이콘 (이모지 또는 FontAwesome 클래스),admin
admin.settings.feature_icon_placeholder,예: 🚚 또는 fa-truck,admin
admin.settings.feature_description,설명,admin
admin.settings.social_media,소셜 미디어,admin
admin.settings.seo,SEO (검색 엔진 최적화),admin
admin.settings.seo_keywords,키워드 (콤마로 구분),admin
admin.settings.seo_keywords_placeholder,음식, 배달, 주문, 레스토랑, 방콕,admin
admin.settings.seo_meta_description,메타 설명,admin
admin.settings.seo_meta_description_placeholder,집까지 편하게 배달되는 온라인 음식 주문,admin
admin.settings.system_settings,시스템 설정,admin
admin.settings.timezone,시간대,admin
admin.settings.timezone_placeholder,예: Asia/Bangkok,admin
admin.settings.maintenance_mode,점검 모드 (Maintenance Mode),admin
admin.settings.maintenance_message,점검 모드 메시지,admin
admin.settings.bank_qr_settings,은행 이체 / QR 결제,admin
admin.settings.qr_code_image,QR 코드 이미지,admin
admin.settings.current_qr_code,현재 QR 코드,admin
admin.settings.multi_restaurant_fees_title,여러 매장 배송비,admin
admin.settings.multi_restaurant_base_fee,기본 배송비 (1개 매장),admin
admin.settings.multi_restaurant_base_fee_hint,1개 매장에서 주문 시 기본 배송비,admin
admin.settings.multi_restaurant_additional_fee,추가 매장당 추가 요금,admin
admin.settings.multi_restaurant_additional_fee_hint,추가 매장마다 부과되는 추가 배송비,admin
admin.settings.example_calculation,계산 예시:,admin
admin.settings.order_from_n_restaurants,{count}개 매장에서 주문:,admin
admin.settings.advanced_settings,고급 설정,admin
admin.settings.enable_scheduled_delivery,예약 배송 활성화,admin
admin.settings.enable_scheduled_delivery_hint,고객이 배송 일정을 미리 지정할 수 있도록 허용,admin
admin.settings.rush_hour_multiplier,러시아워 배수,admin
admin.settings.rush_hour_multiplier_hint,러시아워에 배송비를 이 배수로 곱합니다 (예: 1.2 = 20% 증가),admin
admin.settings.weekend_multiplier,주말 배수,admin
admin.settings.weekend_multiplier_hint,주말에 배송비를 이 배수로 곱합니다 (예: 1.5 = 50% 증가),admin
admin.settings.payment_methods,결제 방법,admin
admin.settings.fees_and_taxes,수수료 및 세금,admin
admin.settings.minimum_order_amount,최소 주문 금액,admin
admin.settings.service_fee_percentage,서비스 수수료 (%),admin
admin.settings.vat_percentage,부가가치세 (%),admin
admin.settings.notification_channels,알림 채널,admin
admin.settings.email_notifications,이메일 알림,admin
admin.settings.email_order_confirmation,주문 확인,admin
admin.settings.email_status_updates,주문 상태 업데이트,admin
admin.settings.sms,SMS,admin
admin.settings.push_notification,푸시 알림,admin
admin.settings.authentication,인증,admin
admin.settings.enable_2fa,2단계 인증(2FA) 활성화,admin
admin.settings.password_policy,비밀번호 정책,admin
admin.settings.password_min_length,최소 길이,admin
admin.settings.session_timeout_minutes,세션 시간 제한 (분),admin
admin.settings.password_require_uppercase,대문자 포함 필수,admin
admin.settings.password_require_lowercase,소문자 포함 필수,admin
admin.settings.password_require_numbers,숫자 포함 필수,admin
admin.settings.password_require_symbols,특수 문자 포함 필수,admin
admin.settings.commission,수수료,admin
admin.settings.restaurant_commission_rate,일반 레스토랑 (%),admin
admin.settings.special_restaurant_commission_rate,특별 레스토랑 (%),admin
admin.settings.restaurant_management,레스토랑 관리,admin
admin.settings.auto_approve_restaurants,레스토랑 자동 승인,admin
admin.settings.require_restaurant_verification,레스토랑 인증 필요,admin
admin.settings.enable_reviews,리뷰 활성화,admin
admin.settings.max_products_per_restaurant,매장당 최대 상품 수,admin
admin.settings.payout,정산,admin
admin.settings.minimum_payout_amount,최소 정산 금액,admin
admin.settings.payout_schedule,정산 주기,admin
admin.settings.payout_daily,매일,admin
admin.settings.payout_weekly,매주,admin
admin.settings.payout_monthly,매월,admin
admin.settings.reviews,리뷰,admin
admin.settings.min_review_rating,최소 리뷰 점수,admin
admin.settings.max_review_rating,최대 리뷰 점수,admin
# About,,
about.title,회사 소개,about
about.mission,우리의 사명,about
about.mission_text,저희는 고객과 고품질 레스토랑을 연결하여 좋아하는 곳에서 맛있는 음식을 즐길 수 있도록 하는 선도적인 온라인 음식 주문 플랫폼입니다,about
about.mission_text2,최첨단 기술과 친절한 서비스로 편리하고 빠르며 만족스러운 음식 주문 경험을 제공하겠습니다,about
about.popularity,우리의 인기,about
about.best_quality,최고의 음식 품질,about
about.fast,빠름,about
about.safe_delivery,안전한 배달,about
about.local_support,지역 레스토랑 지원,about
about.vision,비전,about
about.vision_text,저희는 고객과 고품질 레스토랑을 연결하여 좋아하는 곳에서 맛있는 음식을 즐길 수 있도록 하는 선도적인 온라인 음식 주문 플랫폼입니다,about
about.services,우리의 서비스,about
about.service_fast,빠름,about
about.service_fast_text,30-45분 내에 음식을 손에 배달해드립니다,about
about.service_quality,좋은 품질,about
about.service_quality_text,엄선된 좋은 품질의 레스토랑,about
about.service_payment,간편 결제,about
about.service_payment_text,다양한 결제 방법 지원,about
,,
# Contact,,
contact.title,문의하기,contact
contact.phone,전화,contact
contact.email,이메일,contact
contact.address,주소,contact
contact.hours,운영 시간,contact
contact.hours_text,월요일-일요일 8:00-22:00,contact
contact.form_title,메시지를 보내주세요,contact
contact.name,이름,contact
contact.name_placeholder,이름을 입력하세요,contact
contact.email_placeholder,이메일을 입력하세요,contact
contact.subject,제목,contact
contact.subject_placeholder,메시지 제목을 입력하세요,contact
contact.message,메시지,contact
contact.message_placeholder,메시지를 입력하세요,contact
contact.send,메시지 전송,contact
contact.sending,전송 중...,contact
contact.success,메시지가 성공적으로 전송되었습니다. 24시간 내에 연락드리겠습니다,contact
contact.error,메시지 전송 중 오류가 발생했습니다. 다시 시도해주세요,contact
contact.fill_all,모든 정보를 입력해주세요,contact
contact.other_ways,다른 방법,contact
,,
# Help,,
help.title,도움말 센터,help
help.faq,자주 묻는 질문 (FAQ),help
help.how_to_order,음식 주문 방법,help
help.how_to_order_text,1. 레스토랑 선택\n2. 메뉴 선택 및 장바구니에 추가\n3. 목록 확인 및 배달 주소 입력\n4. 결제 방법 선택 및 주문 확정,help
help.how_to_pay,결제 방법,help
help.how_to_pay_text,신용카드, 체크카드, 은행 송금, 현금 결제(일부 지역)를 통한 결제를 받습니다,help
help.delivery_time,배달 시간,help
help.delivery_time_text,일반적으로 거리와 주문 복잡성에 따라 30-45분이 소요됩니다,help
help.track_order,주문 추적 방법,help
help.track_order_text,"주문 내역" 페이지 또는 이메일과 SMS를 통해 주문 상태를 추적할 수 있습니다,help
help.cancel_order,주문 취소 방법,help
help.cancel_order_text,주문 후 5분 이내에 주문을 취소할 수 있습니다. 시간이 지나면 고객 서비스에 문의해주세요,help
help.delivery_fee,배달비,help
help.delivery_fee_text,배달비는 {fee}이며 거리에 따라 달라질 수 있습니다. {free_delivery_minimum} 이상 주문 시 배달비가 무료입니다,help
help.contact_us,문의하기,help
help.contact_us_text,원하는 답변을 찾을 수 없으시면 다음으로 연락해주세요:\n전화: {phone} | 이메일: {email},help
,,
# Terms,,
terms.title,서비스 이용약관,terms
terms.acceptance,1. 약관 동의,terms
terms.acceptance_text,저희 서비스를 이용함으로써 여기에 명시된 모든 이용약관을 준수하는 데 동의합니다,terms
terms.account,2. 계정 생성,terms
terms.account_text,• 18세 이상이거나 부모의 동의가 있어야 합니다\n• 제공된 정보는 정확하고 최신이어야 합니다\n• 비밀번호 보안 유지에 대한 책임이 있습니다,terms
terms.ordering,3. 주문 및 결제,terms
terms.ordering_text,• 표시된 가격에는 세금이 포함되어 있습니다\n• 저희가 설정한 채널을 통해 결제해야 합니다\n• 주문 후 5분 이내에 주문을 취소할 수 있습니다,terms
terms.delivery,4. 배달,terms
terms.delivery_text,• 정시 배달을 위해 노력하지만 지연될 수 있습니다\n• 수령인은 18세 이상이거나 부모의 동의가 있어야 합니다\n• 수령할 사람이 없으면 15분 이내에 연락드립니다,terms
terms.refund,5. 환불 및 보장,terms
terms.refund_text,• 음식에 품질 문제가 있으면 환불하거나 교체해드립니다\n• 음식 수령 후 1시간 이내에 문제를 신고해야 합니다\n• 환불은 영업일 기준 7-14일 이내에 처리됩니다,terms
terms.liability,6. 책임 제한,terms
terms.liability_text,저희의 과실이 있는 경우를 제외하고 서비스 이용으로 인한 피해에 대해 책임지지 않습니다,terms
terms.modification,7. 약관 수정,terms
terms.modification_text,저희는 30일 전 사전 통지를 통해 언제든지 이 약관을 수정할 권리를 보유합니다,terms
terms.effective_date,시행일,terms
terms.contact_us,문의하기,terms
,,
# Privacy,,
privacy.title,개인정보 처리방침,privacy
privacy.intro,소개,privacy
privacy.intro_text,이 개인정보 처리방침은 저희가 귀하의 개인정보를 어떻게 수집, 사용, 보호하는지 설명합니다,privacy
privacy.collection,수집하는 정보,privacy
privacy.collection_text,• 개인정보 (이름, 이메일, 전화번호)\n• 배달정보 (주소, 배달 지시사항)\n• 결제정보\n• 기기 및 사용 정보,privacy
privacy.use,정보 사용 방법,privacy
privacy.use_text,• 주문 처리 및 배달을 위해\n• 주문에 대해 연락하기 위해\n• 서비스 개선을 위해\n• 홍보 자료 전송을 위해 (동의 시),privacy
privacy.sharing,정보 공유,privacy
privacy.sharing_text,저희는 귀하의 개인정보를 판매하지 않습니다. 다음과 같은 경우에만 정보를 공유합니다:\n• 주문 이행을 위해 레스토랑과\n• 배달을 위해 배달 파트너와\n• 결제 처리를 위해 결제 처리업체와,privacy
privacy.security,보안,privacy
privacy.security_text,저희는 귀하의 개인정보를 보호하기 위해 적절한 보안 조치를 시행합니다,privacy
privacy.cookies,쿠키,privacy
privacy.cookies_text,저희는 사용자 경험을 개선하고 웹사이트 트래픽을 분석하기 위해 쿠키를 사용합니다,privacy
privacy.rights,귀하의 권리,privacy
privacy.rights_text,귀하는 다음과 같은 권리가 있습니다:\n• 개인정보 액세스\n• 개인정보 수정\n• 개인정보 삭제\n• 개인정보 처리 거부,privacy
privacy.contact,개인정보 관련 문의,privacy
privacy.contact_text,이 개인정보 처리방침에 대해 질문이 있으시면 다음으로 연락해주세요: {email},privacy
privacy.updates,정책 업데이트,privacy
privacy.updates_text,저희는 수시로 이 정책을 업데이트할 수 있습니다. 중요한 변경사항이 있을 때 알려드리겠습니다,privacy
notification.new_guest_order,새 게스트 주문,notification
notification.from,발신,notification
notification.view_order,주문 보기,notification 
# Admin Advertisements,,
admin.advertisements.title,광고/배너 관리,admin
admin.advertisements.add_button,광고 추가,admin
admin.advertisements.edit_title,광고 편집,admin
admin.advertisements.add_title,광고 추가,admin
admin.advertisements.image_label,광고 이미지,admin
admin.advertisements.image_requirements,권장: 800x400px | 파일: JPG, PNG, GIF, WebP | 크기: 최대 5MB,admin
admin.advertisements.sort_order_label,표시 순서,admin
admin.advertisements.sort_order_help,낮은 숫자가 먼저 표시됩니다,admin
admin.advertisements.is_active_label,활성화,admin
admin.advertisements.order,순서,admin
admin.advertisements.active,활성,admin
admin.advertisements.inactive,비활성,admin
admin.advertisements.no_advertisements,아직 광고가 없습니다,admin
admin.advertisements.click_to_add,"광고 추가"를 클릭하여 시작하세요,admin
admin.advertisements.load_error,광고를 불러올 수 없습니다,admin
admin.advertisements.select_image_required,이미지를 선택해주세요,admin
admin.advertisements.create_success,광고가 성공적으로 생성되었습니다,admin
admin.advertisements.update_success,광고가 성공적으로 업데이트되었습니다,admin
admin.advertisements.save_error,광고를 저장할 수 없습니다,admin
admin.advertisements.delete_confirm,이 광고를 삭제하시겠습니까?,admin
admin.advertisements.delete_success,광고가 성공적으로 삭제되었습니다,admin
admin.advertisements.delete_error,광고를 삭제할 수 없습니다,admin
admin.advertisements.file_size_error,파일 크기는 5MB를 초과할 수 없습니다,admin
admin.advertisements.file_type_error,JPG, PNG, GIF, WebP 파일만 지원됩니다,admin
admin.manage_advertisements,광고 관리,admin
