Key,Translation,Category
admin.orders_empty_message,คำสั่งซื้อจะปรากฏที่นี่เมื่อมีลูกค้าสั่งซื้อ,admin
admin.sort.latest,ล่าสุด,admin
admin.sort.oldest,เก่าสุด,admin
admin.sort.price_high,ราคาสูง,admin
admin.sort.price_low,ราคาต่ำ,admin
admin.sort.by_status,ตามสถานะ,admin
admin.restaurant_modal.view_title,ข้อมูลร้านอาหาร,admin
admin.restaurant_modal.upload_title,อัปโหลดรูปภาพร้าน,admin
admin.restaurant_modal.create_title,สร้างร้านอาหารใหม่,admin
admin.restaurant_modal.edit_title,แก้ไขข้อมูลร้านอาหาร,admin
admin.restaurant_modal.image_section,รูปภาพหน้าร้าน,admin
admin.restaurant_modal.image_url,URL รูปภาพ,admin
admin.restaurant_modal.optional,(ทางเลือก),admin
admin.restaurant_modal.from_internet_hint,สามารถใส่ลิงก์รูปภาพจากอินเทอร์เน็ต,admin
admin.restaurant_modal.or,หรือ,admin
admin.restaurant_modal.select_image_from_device,เลือกรูปภาพจากเครื่อง,admin
admin.restaurant_modal.supported_file_hint,รองรับ JPG, PNG, GIF • ขนาดไม่เกิน 10MB,admin
admin.restaurant_modal.upload_with_create_hint,จะอัปโหลดพร้อมกับการสร้างร้าน,admin
admin.restaurant_modal.remove_image,ลบรูป,admin
admin.restaurant_modal.cancel_image_selection,ยกเลิกการเลือกรูป,admin
admin.restaurant_modal.restaurant_name,ชื่อร้านอาหาร,admin
admin.restaurant_modal.owner,เจ้าของร้าน,admin
admin.restaurant_modal.description,คำอธิบาย,admin
admin.restaurant_modal.address,ที่อยู่,admin
admin.restaurant_modal.phone_number,เบอร์โทรศัพท์,admin
admin.restaurant_modal.opening_hours,เวลาเปิด-ปิด,admin
admin.restaurant_modal.status,สถานะ,admin
admin.restaurant_modal.select_owner,เลือกเจ้าของ,admin
admin.restaurant_modal.no_owner,ไม่มีเจ้าของ,admin
admin.bank_name,ชื่อธนาคาร,admin
admin.bank_account_number,เลขที่บัญชี,admin
admin.account_name,ชื่อบัญชี,admin
admin.statistics,สถิติ,admin
admin.restaurant_modal.no_available_owners,ไม่มีผู้ใช้ที่สามารถเป็นเจ้าของร้านได้,admin
admin.restaurant_modal.go_to_users_page,→ ไปสร้างผู้ใช้ใหม่หรือเปลี่ยน Role ผู้ใช้ที่มีอยู่,admin
admin.restaurant_modal.owner_hint,ผู้ใช้ที่เลือกได้: {count} คน (ร้านทั่วไป/พิเศษที่ยังไม่มีร้าน),admin
admin.product_modal.general_restaurant_hint,ร้านนี้เป็นร้านทั่วไป ไม่สามารถเลือกหมวดหมู่เฉพาะร้านพิเศษได้,admin
admin.product_modal.special_restaurant_hint,เฉพาะร้านพิเศษ,admin
admin.guest_orders,จัดการ Guest Orders,admin
admin.guest_order_number,Guest Order #{id},admin
admin.guest_label,ผู้ใช้ Guest,admin
admin.temporary_id,Temporary ID,admin
admin.guest_orders_search_placeholder,ค้นหา Guest Orders, Temporary ID, ลูกค้า...,admin
admin.guest_orders_empty_title,ไม่มี Guest Orders,admin
admin.guest_orders_empty_search_title,ไม่พบ Guest Orders ที่ตรงกับเงื่อนไข,admin
admin.guest_orders_empty_search_message,ลองปรับเปลี่ยนคำค้นหาหรือตัวกรอง,admin
admin.guest_orders_empty_message,Guest Orders จะปรากฏที่นี่เมื่อมีลูกค้าสั่งซื้อโดยไม่ล็อกอิน,admin
admin.phone_order_number,ออร์เดอร์โทรศัพท์ #{id},admin
admin.phone_orders_search_placeholder,ค้นหาด้วยชื่อ, เบอร์โทร, หรือรหัสออร์เดอร์...,admin
admin.phone_orders_empty_title,ไม่พบออร์เดอร์โทรศัพท์,admin
admin.phone_orders_empty_search_message,ไม่มีออร์เดอร์ที่ตรงกับเงื่อนไขการค้นหา,admin
admin.phone_orders_empty_message,ยังไม่มีออร์เดอร์จากการรับโทรศัพท์,admin
admin.phone_orders_create_new,สร้างออร์เดอร์ใหม่,admin
admin.payment_status,สถานะการชำระเงิน,admin
admin.order_status,สถานะคำสั่งซื้อ,admin
admin.current_status,สถานะปัจจุบัน,admin
admin.note_optional,หมายเหตุ (ไม่บังคับ),admin
admin.phone_orders_title,จัดการออร์เดอร์โทรศัพท์,admin
admin.phone_orders_subtitle,จัดการและติดตามออร์เดอร์จากการรับโทรศัพท์,admin
admin.multiple_restaurants,หลายร้าน,admin
,,
# Admin Categories,,
admin.categories_load_failed,ไม่สามารถโหลดข้อมูลหมวดหมู่ได้,admin
admin.category_created_success,สร้างหมวดหมู่เรียบร้อยแล้ว,admin
admin.create_category_failed,ไม่สามารถสร้างหมวดหมู่ได้,admin
admin.category_updated_success,อัปเดตหมวดหมู่เรียบร้อยแล้ว,admin
admin.update_category_failed,ไม่สามารถอัปเดตหมวดหมู่ได้,admin
admin.category_deleted_success,ลบหมวดหมู่เรียบร้อยแล้ว,admin
admin.delete_category_failed,ไม่สามารถลบหมวดหมู่ได้ อาจมีสินค้าที่เชื่อมโยงอยู่,admin
admin.categories_total,รวม {count} หมวดหมู่,admin
admin.add_category,เพิ่มหมวดหมู่ใหม่,admin
admin.search_categories,ค้นหาหมวดหมู่,admin
admin.categories_search_placeholder,ค้นหาชื่อหมวดหมู่...,admin
admin.table.image,รูปภาพ,admin
admin.table.category_name,ชื่อหมวดหมู่,admin
admin.table.special_only,เฉพาะร้านพิเศษ,admin
admin.table.product_count,จำนวนสินค้า,admin
admin.category.special_only,เฉพาะร้านพิเศษ,admin
admin.category.general,ร้านทั่วไป,admin
admin.categories_empty_title,ไม่พบหมวดหมู่,admin
admin.categories_empty_search_message,ลองปรับเปลี่ยนคำค้นหา,admin
admin.categories_empty_message,ยังไม่มีหมวดหมู่ในระบบ,admin
admin.add_first_category,เพิ่มหมวดหมู่แรก,admin
admin.category_modal.create_title,เพิ่มหมวดหมู่ใหม่,admin
admin.category_modal.edit_title,แก้ไขหมวดหมู่,admin
admin.category_modal.view_title,ข้อมูลหมวดหมู่,admin
admin.category_modal.category_name,ชื่อหมวดหมู่,admin
admin.category_modal.enter_category_name,กรอกชื่อหมวดหมู่,admin
admin.category_modal.description,คำอธิบาย,admin
admin.category_modal.description_placeholder,กรอกคำอธิบายหมวดหมู่ (ไม่บังคับ),admin
admin.category_modal.image,รูปภาพหมวดหมู่,admin
admin.category_modal.supported_file_hint,รองรับไฟล์ JPG, PNG, GIF • ขนาดไม่เกิน 5MB,admin
admin.category_modal.type,ประเภทหมวดหมู่,admin
admin.category_modal.special_only_hint,หมวดหมู่เฉพาะร้านพิเศษจะแสดงเฉพาะในร้านที่มีสถานะพิเศษเท่านั้น,admin
admin.category_modal.status,สถานะหมวดหมู่,admin
admin.confirm_delete_category_title,ยืนยันการลบหมวดหมู่,admin
admin.confirm_delete_category,คุณแน่ใจหรือไม่ที่จะลบหมวดหมู่ "{name}" ?,admin
admin.category_has_products_warning,หมวดหมู่นี้มีสินค้า {count} รายการ การลบอาจส่งผลกระทบต่อสินค้าเหล่านั้น,admin
admin.delete_category,ลบหมวดหมู่,admin
# Payment Methods,,
payment.cash,เงินสด,payment
payment.credit_card,บัตรเครดิต,payment
payment.debit_card,บัตรเดบิต,payment
payment.promptpay,พร้อมเพย์,payment
payment.bank_transfer,โอนเงินผ่านธนาคาร,payment
,,
# Favorites,,
favorites.title,รายการโปรด,favorites
favorites.empty,ไม่มีรายการโปรด,favorites
favorites.add,เพิ่มในรายการโปรด,favorites
favorites.remove,นำออกจากรายการโปรด,favorites
favorites.empty_message,เพิ่มร้านอาหารหรือเมนูที่คุณชื่นชอบลงในรายการโปรด,favorites
favorites.search_restaurant,ค้นหาร้านอาหาร,favorites 
,,
# Admin (Create Phone Order),,
admin.create_phone_order_title,สร้างออร์เดอร์ทางโทรศัพท์,admin
admin.create_phone_order_subtitle,สำหรับลูกค้าที่โทรมาสั่งโดยตรง - ง่าย รวดเร็ว ครบครัน,admin
admin.back_to_orders,กลับไปหน้าออร์เดอร์,admin
admin.enter_phone_customer_info,กรอกข้อมูลลูกค้าที่โทรมาสั่ง,admin
admin.customer_name,ชื่อลูกค้า,admin
admin.enter_customer_name,กรอกชื่อลูกค้า,admin
admin.enter_phone_number,กรอกเบอร์โทรศัพท์,admin
admin.please_enter_customer_name,กรุณากรอกชื่อลูกค้า,admin
admin.please_enter_phone_number,กรุณากรอกเบอร์โทรศัพท์,admin
admin.please_add_items_to_cart,กรุณาเพิ่มสินค้าในตะกร้า,admin
admin.all_menu_items,เมนูอาหารทั้งหมด,admin
admin.select_menu_items_subtitle,ค้นหาและเลือกเมนูที่ลูกค้าต้องการ ({count} รายการ),admin
admin.search_menu_or_restaurant_placeholder,ค้นหาเมนู หรือ ชื่อร้าน...,admin
admin.loading_menus,กำลังโหลดเมนูจากทุกร้าน...,admin
admin.add_more,เพิ่มอีก,admin
admin.no_menu_in_system,ไม่มีเมนูในระบบ,admin
admin.please_add_menu_before_create_order,กรุณาเพิ่มเมนูในระบบก่อนสร้างออร์เดอร์,admin
admin.select_menu_items_for_customer,เลือกเมนูที่ลูกค้าต้องการ,admin
admin.review_before_order,ตรวจสอบก่อนสั่งซื้อ,admin
admin.order_created_success,สร้างออร์เดอร์สำเร็จแล้ว!,admin
admin.error_creating_order,เกิดข้อผิดพลาดในการสร้างออร์เดอร์,admin
admin.create_order_now,สร้างออร์เดอร์ทันที,admin
,,
# Cart (extras),,
cart.in_cart,ในตะกร้า,cart
# Address,,
address.title,ที่อยู่ของฉัน,address
address.empty,ไม่มีที่อยู่,address
address.add,เพิ่มที่อยู่ใหม่,address
address.empty_message,เพิ่มที่อยู่ของคุณเพื่อความสะดวกในการจัดส่ง,address
address.development_notice,ฟีเจอร์การจัดการที่อยู่อยู่ระหว่างการพัฒนา,address
,,
# Settings,,
settings.general,ตั้งค่าทั่วไป,settings
settings.account,ตั้งค่าบัญชี,settings
settings.privacy,ตั้งค่าความเป็นส่วนตัว,settings
settings.notifications,ตั้งค่าการแจ้งเตือน,settings
settings.language,ตั้งค่าภาษา,settings
settings.appearance,ตั้งค่าการแสดงผล,settings 
,,
# Admin Settings,,
admin.settings.tab_app,ข้อมูลแอป,admin
admin.settings.tab_delivery,การจัดส่ง,admin
admin.settings.tab_payment,การชำระเงิน,admin
admin.settings.tab_notification,การแจ้งเตือน,admin
admin.settings.tab_security,ความปลอดภัย,admin
admin.settings.tab_business,ธุรกิจ,admin
admin.settings.not_found_defaults,ไม่พบการตั้งค่าแอป โหลดค่าเริ่มต้น,admin
admin.settings.permission_denied_view,คุณไม่มีสิทธิ์ดูการตั้งค่า,admin
admin.settings.load_failed,ไม่สามารถโหลดการตั้งค่าได้,admin
admin.settings.saved_success,บันทึกการตั้งค่าสำเร็จ,admin
admin.settings.permission_denied_save,คุณไม่มีสิทธิ์บันทึกการตั้งค่า,admin
admin.settings.save_failed,ไม่สามารถบันทึกการตั้งค่าได้,admin
admin.settings.delivery_saved_success,บันทึกการตั้งค่าการจัดส่งสำเร็จ,admin
admin.settings.page_title,ตั้งค่าระบบ,admin
admin.settings.save_settings,บันทึกการตั้งค่า,admin
admin.settings.application_info,ข้อมูลแอปพลิเคชัน,admin
admin.settings.application_info_hint,แก้ไขข้อมูลพื้นฐานของแอป กด “บันทึกการตั้งค่า” เพื่อยืนยัน,admin
admin.settings.basic_info,ข้อมูลพื้นฐาน,admin
admin.settings.app_name,ชื่อแอปพลิเคชัน,admin
admin.settings.app_description,คำอธิบายแอป,admin
admin.settings.images,รูปภาพ,admin
admin.settings.app_logo,โลโก้แอป,admin
admin.settings.current_logo,โลโก้ปัจจุบัน,admin
admin.settings.supported_file_hint_5mb,รองรับไฟล์ JPG, PNG, GIF • ขนาดไม่เกิน 5MB,admin
admin.settings.home_banner,แบนเนอร์หน้าแรก,admin
admin.settings.current_banner,แบนเนอร์ปัจจุบัน,admin
admin.settings.supported_file_hint_10mb,รองรับไฟล์ JPG, PNG, GIF • ขนาดไม่เกิน 10MB,admin
admin.settings.contact_info,ข้อมูลติดต่อ,admin
admin.settings.contact_email,อีเมลติดต่อ,admin
admin.settings.contact_phone,เบอร์โทรศัพท์,admin
admin.settings.contact_address,ที่อยู่,admin
admin.settings.hero_section,หน้าแรก (Hero Section),admin
admin.settings.hero_title,หัวข้อหลัก,admin
admin.settings.hero_subtitle,คำบรรยายหัวข้อ,admin
admin.settings.features,คุณสมบัติแอป,admin
admin.settings.feature_n,คุณสมบัติที่ {number},admin
admin.settings.feature_title,หัวข้อ,admin
admin.settings.feature_icon_hint,ไอคอน (Emoji หรือ FontAwesome class),admin
admin.settings.feature_icon_placeholder,เช่น 🚚 หรือ fa-truck,admin
admin.settings.feature_description,คำบรรยาย,admin
admin.settings.social_media,โซเชียลมีเดีย,admin
admin.settings.seo,SEO (ปรับแต่งให้ติดค้นหา),admin
admin.settings.seo_keywords,คีย์เวิร์ด (คั่นด้วย comma),admin
admin.settings.seo_keywords_placeholder,อาหาร, เดลิเวอรี่, สั่งอาหาร, ร้านอาหาร, กรุงเทพ,admin
admin.settings.seo_meta_description,คำอธิบาย Meta,admin
admin.settings.seo_meta_description_placeholder,สั่งอาหารออนไลน์ง่าย ๆ ส่งตรงถึงบ้านคุณ,admin
admin.settings.system_settings,ตั้งค่าระบบ,admin
admin.settings.timezone,เขตเวลา,admin
admin.settings.timezone_placeholder,เช่น Asia/Bangkok,admin
admin.settings.maintenance_mode,โหมดบำรุงรักษา (Maintenance Mode),admin
admin.settings.maintenance_message,ข้อความโหมดบำรุงรักษา,admin
admin.settings.bank_qr_settings,การโอนเงิน/QR Payment,admin
admin.settings.qr_code_image,รูปภาพ QR Code,admin
admin.settings.current_qr_code,QR Code ปัจจุบัน,admin
admin.settings.multi_restaurant_fees_title,ค่าจัดส่งแบบหลายร้าน,admin
admin.settings.multi_restaurant_base_fee,ค่าจัดส่งพื้นฐาน (1 ร้าน),admin
admin.settings.multi_restaurant_base_fee_hint,ค่าจัดส่งพื้นฐานเมื่อสั่งจาก 1 ร้าน,admin
admin.settings.multi_restaurant_additional_fee,ค่าจัดส่งเพิ่มเติมต่อร้าน,admin
admin.settings.multi_restaurant_additional_fee_hint,ค่าจัดส่งเพิ่มเติมสำหรับแต่ละร้านที่เพิ่มขึ้น,admin
admin.settings.example_calculation,ตัวอย่างการคำนวณ:,admin
admin.settings.order_from_n_restaurants,สั่งจาก {count} ร้าน:,admin
admin.settings.advanced_settings,การตั้งค่าขั้นสูง,admin
admin.settings.enable_scheduled_delivery,เปิดใช้งานการจัดส่งตามเวลาที่กำหนด,admin
admin.settings.enable_scheduled_delivery_hint,อนุญาตให้ลูกค้ากำหนดเวลาจัดส่งล่วงหน้าได้,admin
admin.settings.rush_hour_multiplier,ตัวคูณช่วงเวลาเร่งด่วน,admin
admin.settings.rush_hour_multiplier_hint,ค่าจัดส่งจะถูกคูณด้วยค่านี้ในช่วงเวลาเร่งด่วน (เช่น 1.2 = เพิ่ม 20%),admin
admin.settings.weekend_multiplier,ตัวคูณวันหยุดสุดสัปดาห์,admin
admin.settings.weekend_multiplier_hint,ค่าจัดส่งจะถูกคูณด้วยค่านี้ในวันหยุดสุดสัปดาห์ (เช่น 1.5 = เพิ่ม 50%),admin
admin.settings.payment_methods,วิธีการชำระเงิน,admin
admin.settings.fees_and_taxes,ค่าบริการและภาษี,admin
admin.settings.minimum_order_amount,ยอดขั้นต่ำในการสั่งซื้อ,admin
admin.settings.service_fee_percentage,ค่าบริการ (%),admin
admin.settings.vat_percentage,ภาษีมูลค่าเพิ่ม (%),admin
admin.settings.notification_channels,ช่องทางการแจ้งเตือน,admin
admin.settings.email_notifications,การแจ้งเตือนอีเมล,admin
admin.settings.email_order_confirmation,ยืนยันการสั่งซื้อ,admin
admin.settings.email_status_updates,อัปเดตสถานะคำสั่งซื้อ,admin
admin.settings.sms,SMS,admin
admin.settings.push_notification,การแจ้งเตือนแบบพุช,admin
admin.settings.authentication,การยืนยันตัวตน,admin
admin.settings.enable_2fa,เปิดใช้งานการยืนยันตัวตนสองขั้นตอน (2FA),admin
admin.settings.password_policy,นโยบายรหัสผ่าน,admin
admin.settings.password_min_length,ความยาวขั้นต่ำ,admin
admin.settings.session_timeout_minutes,ระยะเวลาเซสชัน (นาที),admin
admin.settings.password_require_uppercase,ต้องมีตัวอักษรพิมพ์ใหญ่,admin
admin.settings.password_require_lowercase,ต้องมีตัวอักษรพิมพ์เล็ก,admin
admin.settings.password_require_numbers,ต้องมีตัวเลข,admin
admin.settings.password_require_symbols,ต้องมีสัญลักษณ์พิเศษ,admin
admin.settings.commission,ค่าคอมมิชชั่น,admin
admin.settings.restaurant_commission_rate,ร้านทั่วไป (%),admin
admin.settings.special_restaurant_commission_rate,ร้านพิเศษ (%),admin
admin.settings.restaurant_management,การจัดการร้านอาหาร,admin
admin.settings.auto_approve_restaurants,อนุมัติร้านอาหารอัตโนมัติ,admin
admin.settings.require_restaurant_verification,ต้องการการยืนยันตัวตนของร้านอาหาร,admin
admin.settings.enable_reviews,เปิดใช้งานระบบรีวิว,admin
admin.settings.max_products_per_restaurant,จำนวนเมนูสูงสุดต่อร้าน,admin
admin.settings.payout,การจ่ายเงิน,admin
admin.settings.minimum_payout_amount,ยอดขั้นต่ำในการจ่ายเงิน,admin
admin.settings.payout_schedule,ตารางการจ่ายเงิน,admin
admin.settings.payout_daily,รายวัน,admin
admin.settings.payout_weekly,รายสัปดาห์,admin
admin.settings.payout_monthly,รายเดือน,admin
admin.settings.reviews,การรีวิว,admin
admin.settings.min_review_rating,คะแนนรีวิวต่ำสุด,admin
admin.settings.max_review_rating,คะแนนรีวิวสูงสุด,admin
# About,,
about.title,เกี่ยวกับเรา,about
about.mission,พันธกิจของเรา,about
about.mission_text,เราเป็นแพลตฟอร์มสั่งอาหารออนไลน์ชั้นนำที่เชื่อมต่อลูกค้ากับร้านอาหารคุณภาพสูงเพื่อให้คุณได้เพลิดเพลินกับอาหารจากร้านที่คุณชื่นชอบ,about
about.mission_text2,ด้วยเทคโนโลยีที่ทันสมัยและบริการที่เป็นมิตร เราจะมอบประสบการณ์การสั่งอาหารที่สะดวก รวดเร็ว และน่าพึงพอใจให้กับคุณ,about
about.popularity,ความนิยมของเรา,about
about.best_quality,คุณภาพอาหารที่ดีที่สุด,about
about.fast,รวดเร็ว,about
about.safe_delivery,จัดส่งปลอดภัย,about
about.local_support,สนับสนุนร้านอาหารท้องถิ่น,about
about.vision,วิสัยทัศน์,about
about.vision_text,เราเป็นแพลตฟอร์มสั่งอาหารออนไลน์ชั้นนำที่เชื่อมต่อลูกค้ากับร้านอาหารคุณภาพสูงเพื่อให้คุณได้เพลิดเพลินกับอาหารจากร้านที่คุณชื่นชอบ,about
about.services,บริการของเรา,about
about.service_fast,รวดเร็ว,about
about.service_fast_text,จัดส่งอาหารถึงมือคุณภายใน 30-45 นาที,about
about.service_quality,คุณภาพดี,about
about.service_quality_text,ร้านอาหารคุณภาพดีผ่านการคัดเลือก,about
about.service_payment,ชำระเงินง่าย,about
about.service_payment_text,รองรับการชำระเงินหลายช่องทาง,about
,,
# Contact,,
contact.title,ติดต่อเรา,contact
contact.phone,โทรศัพท์,contact
contact.email,อีเมล,contact
contact.address,ที่อยู่,contact
contact.hours,เวลาทำการ,contact
contact.hours_text,จันทร์-อาทิตย์ 8:00-22:00,contact
contact.form_title,ส่งข้อความถึงเรา,contact
contact.name,ชื่อ,contact
contact.name_placeholder,กรอกชื่อของคุณ,contact
contact.email_placeholder,กรอกอีเมลของคุณ,contact
contact.subject,หัวข้อ,contact
contact.subject_placeholder,กรอกหัวข้อข้อความของคุณ,contact
contact.message,ข้อความ,contact
contact.message_placeholder,กรอกข้อความของคุณ,contact
contact.send,ส่งข้อความ,contact
contact.sending,กำลังส่ง...,contact
contact.success,ส่งข้อความสำเร็จ เราจะติดต่อกลับภายใน 24 ชั่วโมง,contact
contact.error,เกิดข้อผิดพลาดในการส่งข้อความ กรุณาลองใหม่อีกครั้ง,contact
contact.fill_all,กรุณากรอกข้อมูลให้ครบถ้วน,contact
contact.other_ways,ช่องทางอื่นๆ,contact 
,,
# Help,,
help.title,ศูนย์ช่วยเหลือ,help
help.faq,คำถามที่พบบ่อย (FAQ),help
help.how_to_order,วิธีการสั่งอาหาร,help
help.how_to_order_text,1. เลือกร้านอาหาร\n2. เลือกเมนูและเพิ่มลงตะกร้า\n3. ตรวจสอบรายการและกรอกที่อยู่จัดส่ง\n4. เลือกวิธีการชำระเงินและยืนยันคำสั่งซื้อ,help
help.how_to_pay,วิธีการชำระเงิน,help
help.how_to_pay_text,เรารับชำระเงินผ่านบัตรเครดิต บัตรเดบิต การโอนเงินผ่านธนาคาร และเงินสดปลายทาง (บางพื้นที่),help
help.delivery_time,เวลาในการจัดส่ง,help
help.delivery_time_text,โดยปกติใช้เวลา 30-45 นาที ขึ้นอยู่กับระยะทางและความซับซ้อนของคำสั่งซื้อ,help
help.track_order,วิธีการติดตามคำสั่งซื้อ,help
help.track_order_text,"คุณสามารถติดตามสถานะคำสั่งซื้อได้ในหน้า ""ประวัติคำสั่งซื้อ"" หรือผ่านทางอีเมลและ SMS",help
help.cancel_order,วิธีการยกเลิกคำสั่งซื้อ,help
help.cancel_order_text,คุณสามารถยกเลิกคำสั่งซื้อได้ภายใน 5 นาทีหลังจากสั่งซื้อ หากเกินเวลานี้กรุณาติดต่อฝ่ายบริการลูกค้า,help
help.delivery_fee,ค่าจัดส่ง,help
help.delivery_fee_text,ค่าจัดส่งคือ 15 บาท และอาจแตกต่างกันตามระยะทาง สำหรับคำสั่งซื้อที่มียอดเกิน 200 บาท จัดส่งฟรี,help
help.contact_us,ติดต่อเรา,help
help.contact_us_text,หากคุณไม่พบคำตอบที่ต้องการ กรุณาติดต่อเราที่:\nโทรศัพท์: {phone} | อีเมล: {email},help
,,
# Terms,,
terms.title,เงื่อนไขการให้บริการ,terms
terms.acceptance,1. การยอมรับเงื่อนไข,terms
terms.acceptance_text,การใช้บริการของเราถือว่าคุณยอมรับและปฏิบัติตามเงื่อนไขทั้งหมดที่ระบุไว้,terms
terms.account,2. การสร้างบัญชี,terms
terms.account_text,• คุณต้องมีอายุอย่างน้อย 18 ปีหรือได้รับความยินยอมจากผู้ปกครอง\n• ข้อมูลที่ให้ต้องถูกต้องและเป็นปัจจุบัน\n• คุณมีหน้าที่รักษาความปลอดภัยของรหัสผ่าน,terms
terms.ordering,3. การสั่งซื้อและการชำระเงิน,terms
terms.ordering_text,• ราคาที่แสดงรวมภาษีแล้ว\n• การชำระเงินต้องทำผ่านช่องทางที่เราจัดเตรียมไว้\n• คุณสามารถยกเลิกคำสั่งซื้อได้ภายใน 5 นาทีหลังจากสั่งซื้อ,terms
terms.delivery,4. การจัดส่ง,terms
terms.delivery_text,• เราพยายามจัดส่งตรงเวลาแต่อาจมีความล่าช้า\n• ผู้รับต้องมีอายุอย่างน้อย 18 ปีหรือได้รับความยินยอมจากผู้ปกครอง\n• หากไม่มีผู้รับเราจะติดต่อคุณภายใน 15 นาที,terms
terms.refund,5. การคืนเงินและการรับประกัน,terms
terms.refund_text,• หากอาหารมีปัญหาด้านคุณภาพเราจะคืนเงินหรือเปลี่ยนให้\n• คุณต้องแจ้งปัญหาภายใน 1 ชั่วโมงหลังจากได้รับอาหาร\n• การคืนเงินจะดำเนินการภายใน 7-14 วันทำการ,terms
terms.liability,6. ข้อจำกัดความรับผิดชอบ,terms
terms.liability_text,เราไม่รับผิดชอบต่อความเสียหายที่เกิดจากการใช้บริการของเรายกเว้นกรณีที่เกิดจากความประมาทเลินเล่อของเรา,terms
terms.modification,7. การแก้ไขเงื่อนไข,terms
terms.modification_text,เราขอสงวนสิทธิ์ในการแก้ไขเงื่อนไขเหล่านี้ได้ทุกเมื่อโดยจะแจ้งให้ทราบล่วงหน้า 30 วัน,terms
terms.effective_date,วันที่มีผลบังคับใช้,terms
terms.contact_us,ติดต่อเรา,terms
,,
# Privacy,,
privacy.title,นโยบายความเป็นส่วนตัว,privacy
privacy.intro,บทนำ,privacy
privacy.intro_text,นโยบายความเป็นส่วนตัวนี้อธิบายวิธีการที่เราเก็บรวบรวม ใช้ และปกป้องข้อมูลส่วนบุคคลของคุณ,privacy
privacy.collection,ข้อมูลที่เราเก็บรวบรวม,privacy
privacy.collection_text,• ข้อมูลส่วนบุคคล (ชื่อ อีเมล เบอร์โทรศัพท์)\n• ข้อมูลการจัดส่ง (ที่อยู่ คำแนะนำในการจัดส่ง)\n• ข้อมูลการชำระเงิน\n• ข้อมูลอุปกรณ์และการใช้งาน,privacy
privacy.use,วิธีการใช้ข้อมูลของคุณ,privacy
privacy.use_text,• เพื่อดำเนินการและจัดส่งคำสั่งซื้อของคุณ\n• เพื่อติดต่อสื่อสารเกี่ยวกับคำสั่งซื้อของคุณ\n• เพื่อปรับปรุงบริการของเรา\n• เพื่อส่งข้อมูลโปรโมชัน (เมื่อได้รับความยินยอมจากคุณ),privacy
privacy.sharing,การแบ่งปันข้อมูล,privacy
privacy.sharing_text,เราไม่ขายข้อมูลส่วนบุคคลของคุณ เราแบ่งปันข้อมูลของคุณเฉพาะกับ:\n• ร้านอาหารเพื่อจัดการคำสั่งซื้อของคุณ\n• พาร์ทเนอร์การจัดส่งเพื่อจัดส่งคำสั่งซื้อของคุณ\n• ผู้ประมวลผลการชำระเงินเพื่อดำเนินการชำระเงิน,privacy
privacy.security,ความปลอดภัย,privacy
privacy.security_text,เราใช้มาตรการรักษาความปลอดภัยที่เหมาะสมเพื่อปกป้องข้อมูลส่วนบุคคลของคุณ,privacy
privacy.cookies,คุกกี้,privacy
privacy.cookies_text,เราใช้คุกกี้เพื่อปรับปรุงประสบการณ์ของคุณและวิเคราะห์การเข้าชมเว็บไซต์,privacy
privacy.rights,สิทธิของคุณ,privacy
privacy.rights_text,คุณมีสิทธิ์:\n• เข้าถึงข้อมูลส่วนบุคคลของคุณ\n• แก้ไขข้อมูลส่วนบุคคลของคุณ\n• ลบข้อมูลส่วนบุคคลของคุณ\n• คัดค้านการประมวลผลข้อมูลส่วนบุคคลของคุณ,privacy
privacy.contact,ติดต่อเราเกี่ยวกับความเป็นส่วนตัว,privacy
privacy.contact_text,หากคุณมีคำถามเกี่ยวกับนโยบายความเป็นส่วนตัวนี้ กรุณาติดต่อเราที่: {email},privacy
privacy.updates,การอัพเดทนโยบายนี้,privacy
privacy.updates_text,เราอาจอัพเดทนโยบายนี้เป็นครั้งคราว เราจะแจ้งให้คุณทราบถึงการเปลี่ยนแปลงที่สำคัญ,privacy
notification.new_guest_order,ออเดอร์ใหม่ (Guest),notification
notification.from,จาก,notification
notification.view_order,ดูออเดอร์,notification 
